class,tweet
1,tweet tabletbal bitch
0,aaaaaaaaand begin rt rileydakafka fuck nigger kentucki ever
1,im goin back school onli hoe class two
1,show obama call whitish yall motherfuck would cri racist like lil bitch blackish
1,amber rose rock bald head bald pussi motherfuck
0,white arent roll eye rt didntdonuffin dreaaalov rip nigga trayvon worthless spear chucker
2,alysssmithh kevee yes inde camel ostrich zebra sept   vccamelrac
2,aussiegrit love austin  webber boon fiawec 
1, realli doe talk like buck nigger
2,corybook run around town deliv food peopl take trash perfect boyfriend
2,hoppykerchev could play  minut charli brown wah wah wah adult sound effect instead
2,rashaansalaami  alway feel like go season offens concept inevit trash get good
1,sarahpalinusa wow impeach look use vocab workshop word guess onli half wrong dumb cunt
2,straatvogel  homeless peopl twitter amsterdam  via 
1,therev hey race bait fbi inform bitch punk ass speak justic 
2,  travelnevada tri visit thewashoeclub night real spook
2,dawnbaz thank dawn see state bird grace avatar
2, klain real sole job dampen mushroom bad pr polit fallout head nov elect
2,harmonicab could wear trash bag shed still stylish coolest human know
2,nathirhussein al qaeda market share drop faster viacom amp enron jihadi stock market
1,reddroostermann love obama unrequit howev obama clear putin bitch
1,rustyrocket putin push land china complet revamp arm forc fuck retard stay countri
1, babi momma bitch wife like pac u need thug ya life
1, good girl worth  hoe
1, loyal girl gt  hoe
1, day bitch
1, game  im finish new book  john grisham cold hoe
1, thang know bitch come n go keep em bussi
1, time lone hoe watch scandal run
2, rt naeluckyass ilovebigtraci therealalonig im cross eye im albino cant control
1, vader sith jedi duh  vader also whini bitch  yoda motherfuck yoda micdrop
1,      drunk walk  drive got bitch night parti  start til drug arriv load
2, semievolv monkey desper search valid mean life bbqd youd ok mango salsa
2,
1, pretti close   trash ass   quot ill guess bodi 
2, rt paradoxicalmik  rt idavey averag   need sinsofmyfath scale  ghetto u
1, day til christma bitch
1, mile dead zone radius around phillygotta go ny dc rt ceeross tri state need better bitch
1,   yea like money order bad asian bitch yea look like kemora
1, mil rt soomajor caus romo bitch ass dez amp witten eat
1, w anjahlamari  depot   pussyfootin xxxmas hoe hoe hoe motherfuck santa claw come town
2, oz arizona trash
1, like block bitch  dont start bdoulaoblongata block us ferguson 
1,   homosexu
2, egg sunni side nicca  eastsidedam
1, twitter ever get pussydick
1, year old pussi tast like hope
1, yr scrap might get life prison murderin nort nigga el pollo loco stori 
1, im killin hoe
2,  world seri rematch yanke brave
2,  yellow tower gilbert clae 
1, game fall  finna kill hoe
1, come get sign bitch self paid
2, iubb game im bloomington btown good ncaa basketbal colleg indiana iu hoosier
2, adult human skull found trash 
1, bad bitch  glock  choppa
0, beer queer
1, face bitch
0, hoe  dyke
1,  hoe everyth 
1, thang bitch cant say im broke n ha period late
1, year start street put fag funnyguy
1, know wtf bitch
1, senior chill fuck year senior basic ass bitch
1, tweet hoe id like thank support fan  tweet come
1, bitch bitch hella chillin also thank toler friend
2, talent driver rt garrisonstudio realli glad havent ani yellow whi havent ani yellow
1, mad cuz twan fuck  
1, flappi bird suck dick lick ball swag
1, real af temptat exact nigga get money bitch
1,  use email address chat line bitch hittin 
1, coach retard would put  point guard  tho
1, millionair walk whi trip bitch paid fight  lmao
1, thing cant stand deal bitch hit feetb stank ass breathc skank ass way
1, year today fuck retard fell love whi stupid wish coldheart neverlovingsomeoneagain dontneedanyon
1, bitch fuck wid
2, min  n grecojoel pick trash  meijernow u guy understand whi took  shot befor trip
1, bitch hot done took flight 
1,  clockmichigan hoe
1, dont like hoe
1, fat hoe ina caddilac u tell jus lost dey luxuri car ride virginityho happi lmao
0, old hoe ponk dyke outchea girl talk
1, stack heel bitch feet car seat still smellin like  key tell plug im lookin increas
2,
1, min bitch drop
1, know ya bitch kendricklamar
1, rt mayaangeloufro beat pussi like snitch serv time state correct facil  year
1, long bitch
2, bag chip  rice krispi  seed  gummi pop tart cracker  powerad water yuhhh im good lol
0, white men pick truck scream nigger coach got nerv get mad miss free throw 
2, still awak yay time chug coffe red bull forese futur hope pass behind wheel
2, trash
2, whizz cracker cat got ritzcrack amp play hockey lolcrazycat 
1, ugli thot bitch shoe
1, like come hang us u fug oh side hoe left thnx
1, user follow unfollow prude ass hoe
1,  hoe fatim big bonedheheheheh
1,  bout match wit dis nicca donnydinero
1, pound never fail make cri im bitch relat
1, year later bitch still didnt learn lesson lol rememb first major nude leak generat
1, need hurri  chilli bitch
1, girl u went hs look horribl dont wanna believ itim bout piss facebook hoe
0, mo govjaynixon let  cracker kill babi new black panther hijack ferguson presser 
2, speci bird report chesterfield great backyard bird count mani area 
2, speci bird report chesterfield great backyard bird count mani area 
1, percent yo bitch  percent scrap
1, nigga goofi act like bitch
2, featur   yellow black featur car buck tag radiat support  mile 
1,  got miss call yo bitch
1, truli talent peopl ive come across retard profession  aw untal peopl point polit
2, percent trash dump sea miss good thing   
1, problem bitch aint 
1, problem bitch aint one
2, peterdavidsonii point need discuss delici vegan browni busboysandpoet u st tast
1, well suck kobe hes still filthi hate u want dont respect ur retard
1,gt rt kylegotjok good pussi come price tag
1, bitch
1, tho  bitch want includ fuckin bald 
1, chick gorgeous fine pussi stink
1, person signific hoe cheat
1, bitch use whiper
2, hick yes
1,  happen get pussi pussi twitter seem like clear cut choic hahahaha
2, charli sheen could coach better crusti dusti yeah hire bryan price pitch coach
0, bet hes starbuck queer
1, huntermoor bitch gross fuck touchin saggi titti
1, could fuck bowl graham cracker cereal
1, bitch caught bodi week ago everybodi catch bullet hole
2, hard qa time also pain mock unit test
1, bitch
1,  denisgorman noth like wait till last game season peddl shit websit heeb
1, fucktyl fug loos hoe
2, blessjesus yesfeltand touch sole human stain impress onli leav reflect
2, booksofgodwidom proverb  also laugh calam mock fear cometh
2, holyspirit god still share secret amo  bless jesus
2, jesus genesi  ground lord god form everi beast field everi bird sky initi
1, bitch fuck told sit seat yo dumbass come say whi sit bitch 
1,  fag
1, iamadamg  bitch bitch
1, fuc pussi nasti 
2, mayb crow obama democrat mawbarmight well republican
2, amp foolish proud selv roll eye pretend dont see mock laff arrog attitud
1, whip mommi belt arrest black woman real nigger yet got want death
1, aint real nigger oh bad real nigga prais sonsof satan realnigg qualitati im hate
1, wonder run nose first yo real nigger amp white devil massah ani man point anoth convinc u less
1, cri lost pussi emot sissi get amp front hoe simpl mind amp point brotha like
1,  bitch need tan
1, marlinfishyass old ratchet hoe bruh
1, pussi
1, yu ah hoe
2, wonder charli brown would say day
0, good enough fag
1, littl bitch ass get tase get home
1, haha still littl bitch though 
1, bc shes cunt hoe bag
2, look like plastic monkey doll
1, lmao  excus bitchi soundcloud
1, go cunt somewher els
1, moneydriven stfu hoe fuck answer befor smack shit outta faggot aunt
1, glad im still tri figur emoticon damn motorola give bitch finger
1, trash im kickin yo ass
2, remind oreo lmao
1, bitch far fuck us got el gran pollo way serv us well lexgraci
1, iycmi cant get ani work done keep showin bitch
1, ima act like hit hoe pass like earlier
1, fag rhyme gag
1, fuck tonyyou greasebal piec shit
1, u said  hoe 
1, hoe
1, jezzzz gone die aint playin dawg bitch gone ruthless 
1,aaroncart push wall slowli take panti write alphabet ur tongu tight pussi
2,abc time amend  amend written protect newli freed ex slave live purpos time end anchor babi loophol
2,abcrispyyandi laugh oreo ladi gaga sunday day
2,acmobbdeep madsbennett yeah run squirrel coon
1,achussl bitch hoe dont surpris
0,agreasymonkey huntermoor faggot
1, ashactu hey dont alway go sometim three crazi bitch one suav mfer trick go
2, watch llewyn davi doc warm fuzzi abound 
1,alaquannd laugh hoe
1, beauti bride tell erica congrat rememb nig
1,aprivileg lmao brutal nig cant get job lol
1,asaprocki huhwhatsacondom sigh  bitch im woman learn differ  know im fat  call scarf dumbass
1,asipofmocha dr phil im troubl figur fat ass want eat drink bitch
2,asourappletre heard hillbilli grous bug much wors kv sinc mic shut
1, clean entir fuck weight room look like tornado went bitchcmon franklin franklinprob
2,alittlewick ghetto sweet movi quot tri
1,amperez littl bitch proven wrong momsdemand gunsens
1,aaronkeplin shut bitch
1,  bruh im  blanket like bitch right
2,abelsmasochist ghetto tho live hood ghetto fact
1,abrehamdadi bitch
1,abstractlif man much damn giggl go offer  tip shit lol think even heard bitch spit coupl time
1,abstractlif two trash ass pass know damn well saw   befor santo game
1,abstractlif yeah cant lie tho spit cop car right bitch ass feel damn good
1,abusivemen fuck pussi
1,acaciabrinley crusti hoe
1, doubl game bitch
1,acehudsonjr bitch tryna take money g
1,acewuzher whi talk  almost   friend pussi
2,actabunnifoofoo like gross yellow heat lamp whi
1,actuarialreport weve tri time go sit silenc cri like bitch sweat
2,adambaldwin chicodelainki clam comedi writer untru
1,adambaldwin realli bro retard sentedcruz even miss point greeneggsampham mean dont knock til ya tri
1,adamharmon jeffjeffallen yeah tht bitch aint gay brah chill
2,adamschein themayormatt may cri tad illmissu shiner
1, rt  snapchat got hack hoe explain 
1,adolfhibsta ive seen number bitch say thing loos pussi lol ok
2,  ghetto name 
1, nigglet 
1, imma bitch know  leav alon
1, dont hoe hoe snapchat
1, hell yeah got bokoo hoe fro
2,ajkfan big congrat expect blog rube chat day get sleep need
1,alanmiln morningjo alqueda doesnt use cell phone internet wow teabagg stupid
1,alancasilla bitch wat
1,alancasilla haha shit niggah wish
1,alancasilla lol bitch riversid la ahah
1,alancasilla nah thought u bitch lol didnt know peter girl one lmao
1,alancasilla niggah lol  beer befor went bar  beer bar got  way home lool
1,alee bitch u love
1,alejandrobihhh capodaasshol text bitch
1,alejandrobihhh capodaasshol im hoe like everi night tweet bullshit
1,alejandrobihhh capodaasshol lol caus hoe love
1,alejandrobihhh capodaasshol yall niggaz aint never listen slow shit bitch
1,alejandrobihhh lmaoooo hell naw bro havent seen hoe
1,alejandrobihhh lol bout say shit incom tax im tryna find bitch coupl week
2,alexalltimelow jackalltimelow pleas stay safe guy love much hoe one day meet guy happi halloween 
1,alexdunlapnfl bdoeklbj evil son bitch deserv everyth come
1,alexschnid niiic nigga schinder pullin hoe
1,alexadelsant bad bitch wonder manner go
1,alexadelsant karma bitch
1,alexisdiamond bitch stop fuck playin know wtf im talkin
1, niggah lie 
1,alfieheydrich seen pic nig rob store caption saidprotest gos fergerson lol dont like pig either wtf
0,alfieheydrich live south lot pop live rhode island hard nigger
0, basic like background music fag
1, hoe trash
1,alissawashere trippin bitch 
1,alleyesonki  real rap fuck bitch lay day realli disrespect like bitch u couldnt feel throw 
1,allfucksgiven like hoe gettin dick day tonight gettin
1,alliebrun stop mean bitch 
1,alliebrun main bitch
2,allielexilov like dark light carmel white red tan yellow blue purpl green doesnt matter color
2,alludraai rememb keep skirt dark color camouflag pan dimension gore
1,almightyvinni  richhomiemeezi hoe hous  toni spot mf
1,almightywoo said got workout pussi
1,alysiarianh cambreezi dont call buddi cambron retard man smh rude
1,ampowerblog least agre whine like littl bitch becaus someon threw phone absolut hilari
1,ampowerblog haha say littl bitch let someon take phone real man wouldnt let happen littl bitch would
1,ampowerblog man pussi coward overpow easili took clear much less man
1,ampowerblog incess whine like worthless littl bitch funniest thing happen weekend man
1,amandabyn yea alway look niceal monkey face women see around santa monica look better natur beauti dontbedumb
1,amandashow bet good pussi
2,amazinmixbeauti dont feel like read right wanna give sexi cooli girl lyric via text messag 
2,amazinmixbeauti whi wanna gimm babi look coolieit might could work lol
2, im trash
1,americaanti dismiss bitch mood fucktard morn block 
1,americanmirror praedor cop bitch slap wanna b st thug got tm got dead see dont slap cop r law
0,americanwhitehm hate nigger
0,americanwhitehm nigger disgust dealt  year ago wouldnt problem
1,americanpy bitch would rather fuck poster damn cold
1,amireldouh  ali hoe
1,amizzyy lol hoe number
1,amoranjel right  come  wait anoth  month  naaaawwwww  could pimpin hoe lol
2,amosporr congrat amo 
0,anuglynigga retard
1,anastasiapacana  stfu think ugli hard look get fuck chat faggot befor block oct  
0,andreberto cant wait ped roid munch faggot
1,andreaaolvera prego bitch
1,andreaaolvera shut fuck hoe ass bitch fuck squirtin ass cunt hoe
1,andreaaolvera smd bitch
0, tommyrussel homo ass cracker
1, would got dat new monopoli wit da cardsil hold n see hoe let nigga swipe credit
2,andrewtaran nice color combo love blue yellow
1,andyherren aarynelizagri cri babi bitch
2,andyheybro distant chug end dri remain perfect heavi guitar ever record
1,anellesofia didnt call bitch saiddd bitch jeesh
1,anellesofia spook shit
1, aint nobodi offend u fuckin peckerwood despis good white ungrat honkey
2,angrywillhelm genius polit correct term would intellectu disabl high offens use word retard
0, fight   ur choic game faggot see happen
1,anitafarid angjli lmao  side ho get real action anyway 
1, principl ghetto elementari school doubt finger 
0, turntol tweenki wrong nigger alway causung mischief among ur peopl
2,anotherpotheadd lucki monkey
1,antdgk  chainskibum would faggot surviv tj
0,anthonycumia total correct anthoni  livin round dem color folk day bringin da hood dem properi valu
2,anthonycumia cokelog hey antoni speak color good
2,anthonycumia enjoy itim happi youbut hate yankeesand yes sox choke
1,anthonycumia dont bitch power goe like last time
1,anthonycumia pussi
1,antiheroko bitch foh
0,antoniofrench  go   kill cracker amp  new black panther credibilityshot fergusonriot 
2,antssneweath well got see pompom pete
1,apevontarskin smdh anoth bitch
1,apevontarskin fuck u ugli ass bitch
1,appleciderpapi ogbeard godievel nah u fag
1, marcospatula invit fag
1, class nig
0,arbogucci guy suppos get ass suck queer
2, everybodi mock obama hes embarrass usa
1,arcticn yeah bitch aint shit tho
1,areohhbe bitch see bitch good luck
1,areohhbe bitch join fuck armi us around bitch like fuck rob go fuckin armi
1,aritweetz lol na bitch like crazi good 
1,arianagrand bitch cumwiththewind
1,ariestheog cut bitch
1,arlisdonotchil  bitch wit sammich
1,artalegaspar bitch got flameee
1,artbylecardin  deeiigge world see  faggot jungl bunni fuck one got pregnant
1,artbylecardin deeiigge   note im dis bitch
1,articulateaura bitch dont know wanna play basketbal look sexi bro
1,articulateaura bro know cant comment stupid shit like thatbitch instagram heart attack plate
0,aryanliv welcom movement anyon get even minor public queer fed jew well accord internet
1,asaptwelvyy bruh bruh bitch aint loyal 
1,asaptwelvyy hoe
1,ashlynohma wtf dmd bitch
2,astroscounti jeff luhnow blame astro blow red sox yanke hc
1,asvprvchel kitttyjpg  nah im forreal yall pussi smell like dri crusti fish gut
1,asvprvchel kitttyjpg nah bitch stank
0,atblackfac mrmooncricket uncleunco bobbybotsod fuckthemallcop  ape fuck u broke ass racist
1,atblackfac mrmooncricket uncleunco bobbybotsod fuckthemallcop  fuck u bitch
1, rt elleszczepanski hoe aint loyal 
2,auroramwj marylmcaffri bbanim mutat genealog convolut basic zebra gene currieri slaughteredextinct
2, either way school trash 
1, pussi ass schedul
0, like talk faggot nice way fag
0, answer snapchat faggot butthurt
1, go sleep faggot
1, one keep faggot
1,  wait see fuck cunt ass 
2,austinthaintern johnni footbal trash man trash lol
2,autyaut miss eat speak miss red bone cook 
1,autyaut bitch add
1,averycash dallyjackson coaldaddi  youtub could die call mom bitch lmao
1, bruh go like bitch thoe lol final match
1, lmao omm see bitch tryna act like aint feel ahaha
1, lol match earli  ic champion bitch realli would go ham
1, ppl piss basic say suffer tourch tht bitch
1,awwyeahmaddi bitch though
1,aydontjudgem come stop bitch caus im bout get
1,aymrcart nigga pussi shit
1,aydren caus sexi bitch
0,ayefuckwoodi  liter eat asshol live actual faggot seem littl confus
1,ayymartt bitch
1,bamitsjustmari bitch moan tear
1, arianagrand ohgtgtgtgtgt bald bitchltltltltltltlt
1,bbcandic  joygrenad u cant talk without talk ur cunt mama im thru talk
0, ur faggot teammat  hit someon late like u say hes yap yell u guy def  room
1,bgrambo man shut yo bord ass  want hoe  cdfu stay fuckjng wid mann
1,bhdragon hes fuck trash
1,biackiechan theuncurv tonedagawd curtdatnigga lmfaoooo fag shit man
1,blholla dick pussi precious give ruin bullshit done
1,blueyupp finger throb pussi slowli cum ur face
1,bmsthadcastl account incred retard
2,bnightengal feinsandnydn time ranger scout head watch yanke prospect ranger
1,bossbitchdaphn 
1,bridiffer bishhhhhh waasup bitch
1,bridiffer good dnt sucker sad mad bitch
1,bukpsychodrama follow vice lord dat rns listen nigga sinc magic almighti hoe
1,bunnydahoney lt got hoe
1, meant toward dad gf shes bitch dude
1, quit bein littl bitch b
1,babyxshad hoe twerk heavi
2,baconparadox two year old oreo
1,badassja fuck school bore ghetto
1,badbitchamen joeanoaireign put bitch 
1,bakarit bitch
1,ballbagstev hoe  brossmh
1, im otp bitch hold
1,ballardtheg get nigguh street
1,bamndeymouth grindin cuzz shit dont stop wat good witcha thou bitch mia
1,bamndeymouth alreadi know ima keep trillahappi bday lha bitch love yu nigga
1,bangxbroz right pussi
0,barackobama marchforinnov send damn beaner back belong n us aint
1,barackobama michelleobama omfg elitist bitch one care think go fuck yourselv china anyway
2,barackobama biden winner last night yea right like charli sheen realli winner win lol
1,barackobama glad brought kid home fuck face ucmj dont care taliban pussi realli
2,barackobama l vote support u u pull rug us nation wors cuz circl trash
1,barackobama make weed legal pussi know smoke shit
1, thirtybirdi wow white peopl cracker guess one u
1,barbienixon moment silenc bitch chang name everyday 
0, cblaze oddbeast cracker jack shut fuck
1, gonna shut shit bitch u get yo punk ass hoe ass nigga
1, oh realli word u wanna see bout dont wanna hear u gonna want see bitch
1, u lame bitch get fuck gay shit
1, wigga wigga wigga wigga wigga
1,barnabyedward  dear daili mail misogynist pile twat 
1,barneyfranken jennykutn salon salon chuck full butthurt liber retard
1,basedboybob nigga said woke bed fulla bitch aint een fuckin idc shit bout  harder
1,basedsaiyan grandpa better comeback hes dead faggot go outsid let go littl ass dick minut
2,basketballp whoever made twitter doesnt like laker r make comeback accnt still continu trash talk em
1,beamil dumb bitch stfu
1,beanrozay im tokyo get higher jet kill dog ass hoe send em vet produc tnkthemonstah
1,beattyjustin kyoppcoalit bitch gonna women
2,beattyjustin kyoppcoalit one proud hillbilli
1,beattyjustin kyoppcoalit obama bitch
1,beautifulcallen nigger lol thts offens lol xmas iit coupl drink fine ninja xmas lol
2,beaviscumia jimmysdongdat cat gonna scratch dat color boy gonna end da chow mein
2,beekayn ala profici neither skill limit pointless stat memor  trash talk
1,beenbasedb nigga think mick foley 
1,beenslimm dont want one new bitch morph super playa becaus see world
1,bekysawy boat hoe
1, buhrowaustin well look like ill buy two big bitch box busch na 
1,bengybenfrank niggah follow back 
1,bennybalboa lmfaoo yu stupid lha bitch know  never hoeever
1,bennybalboa yall thou yalll fuck glad bag trash
1,bennybalboa tell boy hoe call
1,bennybalboa yall fuck trash boyi gladbagflow
1,betodavidthoma jessecanon bitch mom didnt call
1,betodavidthoma jessecanon lmfaooo oh well fuck bitch
2,bettinavla  senwarren shes anoth straightup conscienceless liar soulless crimin trash
0,beyondtomcat youd like wouldnt fag
1,beyondfat bitch bruhhh 
0,bidenshairplug look like fag time line bore zzzzzz
2,bigcatcook deserv victori  await orang armi  disgrac collegehoop ill back next time hoosier
1, bad hes faggot
1,bigdaddysnip far asf nigguh
1,biglovemus bruh wont happen cuz see big bitch befor strike
1,bigquinnliam  get volcano yet faggot
1, prolli got bomb pussi lol hope haha
1, bitch
2, happi birthday dirti littl bird  tear 
1,bigfinehorsee gone eat bitch
1,billperiman post bet would gone ape shit kill attack muslim
1,billperiman offgridsurviv holi fuck hell go epa overzeal cunt cant wait 
2,billperiman like put look race color glass 
1,billperiman send fuck muzzi home doj come get motherfuck
1,billratchet vottomanempir place pussi stach let pussi take ride
0,billionairecrow neelahrel wrong white race fuckin coon slay piec poop pleas die alon
1,billythathird dimiartal aye da fawk ginzo fawk queen fawk nassau
2,billythathird mattsliwinski copi tweet ginzo
1, let record song bitch right nowb
1,bitchimf lol retard
1,bitchimastunna veshaacoutur lmao bitch shut
1,bitchmedia bitch shout momz cali keep doin u loveit
1,bitcheslovestar onli one mari friend like bitch dont exist 
1,bitchslovemosa bitch realli love mosa though mosagang 
2,bitterchick dare onli one bag dat folk suckin come yo partayyyi da ofay wantin ride eldorato
1,bitterchick dat mean get fuck hoe thinkin
1,bitterchick hellobaphomet yall crazi white bitch want lay wit bowf
1,bittytang sure think women self hate therfor collect women bitch becom campaign men follow
1,bittytang yes whi protest sexism go right home beg guy beat pussi im lost time
1,bjwalkinriv bro hoe live
1,blacclabell  avi lil nigger
2,blackmanusa chrislhay well cracker jack secret servic work jfk anyon
2,blackmanusa texasdivepro histor point cracker term irish settl wood midatlant hard offens
1,blackmanusa killin man  conserv racist like nbp hate honki
1, chill cuz youll regret bro hit hoe rn whi quit
1,blackberrytrol blah peopl determin think condescend bitch loss
1, ha bitch im pickin beach babe left n right west coast 
2, bandana orian call trailer trash wear lil countri getup 
0, lmfao go bed whitey 
2,  chicken fri steak boy mash potato gravi green bean corn ice cream browni
1, rollin coal bitch readi blow readi set go
2, thank hun haha
1,  bitch got crew hype still got ass beat tonight brought us
1, alway eatin good wit niggah good lookin cd boy got heat bump banger
1, fosho niggah il real busi late
1, yeah niggah play good lowkey want brazil win
1,blizzylc ur tour come kick ya nig mia
1,bloggerbox  jacob joshua pick veri similar love faggot ruslan well 
0,bloggerbox rianscalia pass foster faggot
0,bloggerbox yeawhat maidana made greedi faggot loser atleast broner black
1,bloodofjupit yeahbitch
1,bluedreammn expectomichaela serious first convers status fb messag call fag lololol
2,boazziz promis stand muzzi
1,bobbybotsod fuckthemallcop uncleunco mrmooncricket fuck bitch
1,bobbybotsod fuckthemallcop uncleunco mrmooncricket ur weird racist bitch
1,bobbybotsod mrmooncricket fuckthemallcop uncleunco u eat inbr trailer trash
1,bobbyrose let hoe tell man
1,bodybymalon lesson  dont pass befor  like lil bitch
1,bojieasx slap taco tht hoe face 
2,bolanddrumm never onc life coffe shop like starbuck hick though
1,bombfantasyyi angelamastr lmao angela look like damn potato bitch keep talkin
2,bombfantasyyi pearl jam yellow ledbettergt
2, reason whi yanke dont want anderson ani longer
2, tccgrouchi mrsmet  llmajer  aplmom frogtox kishkaandpipik ive shot go yellow smoke
1,boobah awnser phone pussi
2,boobah trash
2,bookoutbj ghetto super duper current generat best complement
1,borgor pull panti ur teeth write alphabet w ur tongu throb pussi
1,bosleyxavi trip acid bitch
0, soundsgoodbro bloggerbox yea u stupid faggot im leav till like  want ride
0,bossmell never follow ignor monkey
1,bossmancarl lmaooo naw nigga imma stay right mention hoe
1,bossmancarl nigga didnt changeyal hoe tryna shoot know yall cant shoot
1,bossmancarl wake ass hoe
1,braxxxedel fight shit say free lunch must game fuck caus color like rest
1, shit gon death hoesion like
1,brandnewandrew lmaooo rooster hot trash bro u know
1,brandinicole get degre first bitch
1,branninwgl ill say ya woman want couch plain sight outchea bitch simpl
1,branninwgl describ new pussi like baltimor love thing bitch
1,braveconwarrior bitch  mess bos fault
0, mariaobregong   citizen said maria spic
1,breadtruckkbri know play hoe start  tho
0,breeolson  nasti nigger whore
1,breesindacut got hoe yet
1,breezypetey least went wasnt bitch
2,brelston realiz one link awaken kill two bird one stone unless get wind fish
2,brenjjgmom hweldon wellhow yanke year run wtfiswrongwithnebraska
1,brendagisselca im mexican enough real beaner yet mexican american beaner 
1,brendagisselca got hoe damn
1,brendagisselca hell perk hoe bullshit
1,brendanschaub timtebow ugh tebow offici fag follow
0,brenddan said bullshit damn nigger
0,brenddan wow comin back  bitch nigga
1,bretvondehl comloweri beat bitch seriouslywhat bitch
1,bretvondehl damn bitch never answer anymor lmao jk ili anyway glad first show safe go next one
1,bretvondehl younow fuck bitch shit load hate first broadcast
0,brianarasha id like rape bitch post
2,briannalovesa trick wait bird get close pipe tap screen never hit head
2, pvvrivierenland ja moest van plisi niet meteen wild gaan denkenjuistjawillen wel meer mensen mij vertellen hoe k moet denken
0, fuck faggot
1,briscoefunnyguy kaeejon gotta see hoe person caus im sleep hoe
1,briscoefunnyguy kaeejon da fuck hoe look sad
1,briscoefunnyguy lol still lil bitch
0,brizgotti new nigga hipster hypebeast love faggot ass bright color nike keep give want smh
1,broadwaymensa hoe women like center attent
1,brocktonbitch nigga like fuckin roach let one hot dam infest crazi bitch dig yo ass
1,brodywaynelyl kid pussi got white trash kid amp thugnasti wanna 
1,brotherdiabeat take queer ass dubstep
1,brutalbrandi pacer  amp member love hair dog came quadraphon stereo could say bitchlol
1,bryanbalsamo lmao u aint savag  hoe everybodi
2,bryanstar atl bvb sws ptv relaps symphoni set farewel love mayday parad fob paramor etc
2,  gunna laff chavarubio beaner support min
1, darealalexinla didnt spoil anyth amp watch nigger nig nog
2, lexxxrug ivanrabago kike want charg  dollaz complet version 
0, letsarguebox sand nigger ran kidd
0, dont like sand nigger entertain like  knockdown
0, joe cortez ultim faggot fight prove
1, rememb fat bitch steal kfc bucket amp haul ass
0, us beaner piss like robert jew ref stop
1, post bid tell nig use jab
0, true sand nigger amp bum brit claim hes atg hall fame legend smh
1, bretvondehl  brandonkilexxx  tylergloyd waitwaitwait new one epson bitch lucki 
1,bullskickass ive decid bullsnat retard love
2,busterespn huhlast  gamestampa    lost best pitcher pleas explain logic
2,busterespn sound like hold back infoyanke shill
1,buymortim wiigjosh   toddcalfe hooker alway complimentarywho want bitch
2,bywaterg yanke empirestatebldg game win hit thursday cap great career guy  ballot hof els
1,  ecliptik pussi
2,cantista brelston henereyg eat roast potato smile till cheek sore crow sfx cape crisi supergreat
2,cbsthismorn norahodonnel tx trash know troubl w aca gop gov state like  laralogannew report lie anyway
2,cbsthismorn charlieros norahodonnel tx trash show disgrac engag w mittromney disrespect presid
2,cbsthismorn charlieros racist norahodonnel tx trash enjoy high along gop win substitut racist mittromney loss
0,cbsthismorn charlieros racist norahodonnel tx trash racist whi wld u intvw mittromney n ask racist question itwa disrespect
2,ccobey tessstepakoff isnt green one either red yellow pic
1,cdnballjunki jus wanna let know okc trash ibaka aint shit yall aint goin nowher without harden
1,cdnballjunki spur bitch team dont want problem
0,charlesbarrkley hey sir hous nigger uncl tom arent grand ole mississippi rest case
1,charlesbarrkley need ass whip whip mr hous nigger rememb u alway b nigger
1,childishcudl cheefpolo bitch mind busi
1, beechhd oh mean like start cunt jp someth noth
1,cmutlr man look terrifi pictur beat treat like regular bitch
1, mfa dont wanna spend dime wit em prolli yell money bitch
1, realli miss know drink talk problem like basic bitch
1,cryaboutitnigga waddup doe lil nicca
1,csnchicago punk ass bitch bullstalk
1,csvndi wanna white nigga chillin mini cooper throwin money bitch
1, press start bitch 
1,  fuck vers trip bitch stop assum shit
1,cabhotti ever said dumb mom cop amp ill track lil bitch kay bye
1, nigga eat hoe lol
1, da realest bitch amber
1,callmejetson hoe ass nigga 
1,callmebuffi sockin bitch mouf
1,callmedaishaa ghetto ass pocahonta 
1,callmerene  bad bitch im log everybodi shit
1,callmerene lilmenife wussup bitch
1,callmerene bitch im mad im finna throw bitch outsid
1,callmerene bitch u 
1,callmerene bitch u bs fck yah 
1,callmerene dam bitch
1,callmerene wussup bitch
1,callneeshcakey  das new bae  bitch bad naw lmao
1,callneeshcakey  bitch aint shit
1,callneeshcakey cant bitch
1,callneeshcakey bitch know stfu 
2,callneeshcakey  pop wop 
2,callneeshcakey pop wop drop tho
1,callneeshcakey lay w bitch
1,callneeshcakey umm bitch hello aliv clear dobt
2,callneeshcakey bitch finna get crunk eyebrow doubl papp 
1,camcol dont know know name somebodi colder monkey face immigr
0,camposuli fag hesgay
1,candielissa twitrlesskb elissareilli  elissa fake cunt
2,capitolevan saw leprechaun told burn thing
1,capodaasshol alejandrobihhh hoe sing
1,capodaasshol alejandrobihhh damn hoe came look mani hoe said shit jam shit
1,capodaasshol alejandrobihhh lmaooo want hoe suppos hold em
1,capodaasshol alejandrobihhh lmaooo nigga aint hoe think im win
1,capodaasshol alejandrobihhh lmaoooo beiber get hoe wet big bro im tryna tell
1,capodaasshol alejandrobihhh either bitch like put  nigga aint gone hesit
1,capodaasshol alejandrobihhh whatev turn hoe zro aint gone get bitch wet
1,capodaasshol fuck takeoff nigga get bitch snap
1,capodaasshol lol hoe  old
1,capodaasshol naw see hoe
1,capodaasshol wiz warrant like bitch
